XXXX0000;-------- FRANCE ---------
FRXX4277;Saint-Pierre-d'Allevard
FRXX1156;Saint-Pierre-de-Bailleul
FRXX2647;Saint-Pierre-de-Boeuf
FRXX5546;Saint-Pierre-de-Cernieres
FRXX4995;Saint-Pierre-de-Chandieu
FRXX3862;Saint-Pierre-de-Clairac
FRXX4774;Saint-Pierre-de-Colombier
FRXX3219;Saint-Pierre-de-Juillers
FRXX5752;Saint-Pierre-de-Lages
FRXX6497;Saint-Pierre-de-Manneville
FRXX2712;Saint-Pierre-d'Entremont
FRXX6565;Saint-Pierre-de-Plesguen
FRXX1469;Saint-Pierre-des-Corps
FRXX5545;Saint-Pierre-des-Fleurs
FRXX3086;Saint-Pierre-des-Landes
FRXX3085;Saint-Pierre-des-Nids
FRXX3876;Saint-Pierre-des-Tripiers
FRXX5927;Saint-Pierre-de-Trivisy
FRXX6391;Saint-Pierre-de-Varengeville
FRXX1974;Saint-Pierre-de-Varennes
FRXX2155;Saint-Pierre-d'Exideuil
FRXX2525;Saint-Pierre-d'Oleron
FRXX3232;Saint-Pierre-du-Bu
FRXX3808;Saint-Pierre-du-Chemin
FRXX4465;Saint-Pierre-du-Mont
FRXX4946;Saint-Pierre-du-Mont
FRXX1794;Saint-Pierre-du-Palais
FRXX2231;Saint-Pierre-du-Perray
FRXX5144;Saint-Pierre-du-Regard
FRXX1814;Saint-Pierre-du-Val
FRXX1852;Saint-Pierre-du-Vauvray
FRXX6571;Saint-Pierre-Eglise
FRXX1977;Saint-Pierre-en-Val
FRXX4939;Saint-Pierre-la-Bourlhonne
FRXX6070;Saint-Pierre-la-Cour
FRXX3099;Saint-Pierre-Langers
FRXX2103;Saint-Pierre-la-Palud
FRXX2489;Saint-Pierre-la-Roche
FRXX2953;Saint-Pierre-la-Vieille
FRXX1266;Saint-Pierre-le-Chastel
FRXX2188;Saint-Pierre-le-Moutier
FRXX1253;Saint-Pierre-les-Elbeuf
FRXX4794;Saint-Pierre-les-Etieux
FRXX6619;Saint-Pierre-les-Nemours
FRXX1941;Saint-Pierre-le-Vieux
FRXX3810;Saint-Pierre-le-Vieux
FRXX1822;Saint-Pierremont
FRXX5384;Saint-Pierre-Montlimart
FRXX4469;Saint-Pierre-Quiberon
FRXX1735;Saint-Pierre-sur-Dives
FRXX5355;Saint-Pierre-sur-Orthe
FRXX5410;Saint-Plaisir
FRXX4458;Saint-Plancard
FRXX2990;Saint-Point
FRXX1657;Saint-Poix
FRXX1164;Saint-Pol-de-Leon
FRXX2061;Saint-Pol-sur-Mer
FRXX6580;Saint-Pol-sur-Ternoise
FRXX5407;Saint-Pons
FRXX6185;Saint-Porchaire
FRXX5729;Saint-Porquier
FRXX1730;Saint-Pourcain-sur-Besbre
FRXX1000;Saint-Pourcain-sur-Sioule
FRXX4996;Saint-Priest
FRXX3223;Saint-Priest-de-Gimel
FRXX3429;Saint-Priest-des-Champs
FRXX1213;Saint-Priest-en-Jarez
FRXX6158;Saint-Priest-en-Murat
FRXX1925;Saint-Priest-la-Prugne
FRXX6045;Saint-Priest-sous-Aixe
FRXX4615;Saint-Priest-Taurion
FRXX4034;Saint-Privat
FRXX6142;Saint-Privat-des-Pres
FRXX1162;Saint-Privat-des-Vieux
FRXX6099;Saint-Privat-de-Vallongue
FRXX1417;Saint-Privat-la-Montagne
FRXX2380;Saint-Prix
FRXX1035;Saint-Prix-les-Arnay
FRXX6396;Saint-Pryve-Saint-Mesmin
FRXX2516;Saint-Quay-Portrieux
FRXX0276;Saint-Quentin
FRXX2477;Saint-Quentin-de-Chalais
FRXX2022;Saint-Quentin-des-Pres
FRXX6827;Saint-Quentin-du-Dropt
FRXX0280;Saint-Quentin-en-Yvelines
FRXX2790;Saint-Quentin-Fallavier
FRXX4875;Saint-Quentin-la-Chabanne
FRXX2209;Saint-Quentin-la-Motte-Croix-au-Bailly
FRXX6069;Saint-Quentin-les-Anges
FRXX4795;Saint-Quentin-sur-Charente
FRXX4934;Saint-Quentin-sur-Isere
FRXX5134;Saint-Quentin-sur-le-Homme
FRXX1225;Saint-Quintin-sur-Sioule
FRXX1183;Saint-Rambert-en-Bugey
FRXX0092;Saint-Raphael
FRXX3458;Saint-Remimont
FRXX6048;Saint-Remy
FRXX6151;Saint-Remy
FRXX6537;Saint-Remy-Chaussee
FRXX1055;Saint-Remy-de-Chaudes-Aigues
FRXX3029;Saint-Remy-de-Maurienne
FRXX3997;Saint-Remy-de-Provence
FRXX3102;Saint-Remy-des-Landes
FRXX6817;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson
FRXX4428;Saint-Remy-en-Montmorillon
FRXX1020;Saint-Remy-en-Rollat
FRXX3579;Saint-Remy-les-Chevreuse
FRXX4135;Saint-Remy-sur-Avre
FRXX4201;Saint-Remy-sur-Durolle
FRXX1758;Saint-Renan
FRXX2095;Saint-Reverien
FRXX1067;Saint-Romain-de-Benet
FRXX4953;Saint-Romain-de-Colbosc
FRXX1962;Saint-Romain-de-Jalionas
FRXX6389;Saint-Romain-en-Gal
FRXX4378;Saint-Romain-la-Motte
FRXX4183;Saint-Romain-le-Puy
FRXX2421;Saint-Rome-de-Cernon
FRXX4187;Saint-Saens
FRXX1387;Saint-Salvy-de-la-Balme
FRXX3854;Saint-Samson-de-Bonfosse
FRXX3260;Saint-Saturnin
FRXX6246;Saint-Saturnin
FRXX4701;Saint-Saturnin-de-Lenne
FRXX6021;Saint-Saturnin-les-Apt
FRXX2303;Saint-Saturnin-les-Avignon
FRXX1392;Saint-Saulge
FRXX2106;Saint-Saulve
FRXX5774;Saint-Sauves-d'Auvergne
FRXX1719;Saint-Sauveur
FRXX2149;Saint-Sauveur
FRXX2282;Saint-Sauveur
FRXX2545;Saint-Sauveur-Camprieu
FRXX4053;Saint-Sauveur-de-Montagut
FRXX3125;Saint-Sauveur-de-Peyre
FRXX3062;Saint-Sauveur-en-Puisaye
FRXX1944;Saint-Sauveur-en-Rue
FRXX2842;Saint-Sauveur-la-Pommeraye
FRXX4965;Saint-Sauveur-la-Sagne
FRXX5135;Saint-Sauveur-le-Vicomte
FRXX2565;Saint-Sauveur-Marville
FRXX6491;Saint-Sauveur-sur-Ecole
FRXX2230;Saint-Sauveur-sur-Tinee
FRXX6453;Saint-Sauvy
FRXX3611;Saint-Savin
FRXX6592;Saint-Savin
FRXX2526;Saint-Savinien
FRXX4702;Saint-Savournin
FRXX1850;Saint-Sebastien-de-Morsent
FRXX4238;Saint-Sebastien-sur-Loire
FRXX4727;Saint-Sernin-sur-Rance
FRXX1524;Saint-Seurin-sur-l'Isle
FRXX3060;Saint-Sever
FRXX5416;Saint-Sever-Calvados
FRXX2449;Saint-Sever-du-Moustier
FRXX4119;Saint-Silvain-Bas-le-Roc
FRXX2599;Saint-Silvain-sous-Toulx
FRXX1896;Saint-Simeon
FRXX6461;Saint-Simeon-de-Bressieux
FRXX4069;Saint-Sorlin-en-Valloire
FRXX5907;Saint-Sornin-Lavolps
FRXX1545;Saint-Sornin-Leulac
FRXX6531;Saint-Sulpice
FRXX2521;Saint-Sulpice-de-Cognac
FRXX1544;Saint-Sulpice-de-Favieres
FRXX6508;Saint-Sulpice-de-Guilleragues
FRXX1793;Saint-Sulpice-de-Ruffec
FRXX2892;Saint-Sulpice-et-Cameyrac
FRXX5547;Saint-Sulpice-la-Foret
FRXX5250;Saint-Sulpice-Lauriere
FRXX1905;Saint-Sulpice-le-Dunois
FRXX3358;Saint-Sulpice-le-Gueretois
FRXX5503;Saint-Sulpice-les-Bois
FRXX1179;Saint-Sulpice-les-Champs
FRXX2129;Saint-Sulpice-les-Feuilles
FRXX5017;Saint-Sulpice-sur-Leze
FRXX2054;Saint-Sulpice-sur-Risle
FRXX3765;Saint-Sylvain-d'Anjou
FRXX2491;Saint-Sylvestre
FRXX5961;Saint-Sylvestre
FRXX4967;Saint-Sylvestre-Pragoulin
FRXX6086;Saint-Sylvestre-sur-Lot
FRXX2161;Saint-Symphorien
FRXX5650;Saint-Symphorien-de-Lay
FRXX6250;Saint-Symphorien-de-Mahun
FRXX4211;Saint-Symphorien-de-Marmagne
FRXX1428;Saint-Symphorien-le-Valois
FRXX1125;Saint-Symphorien-sous-Chomerac
FRXX4422;Saint-Symphorien-sur-Coise
FRXX3600;Saint-Symphorien-sur-Couze
FRXX4232;Saint-Thibaud-de-Couz
FRXX2354;Saint-Thibery
FRXX2363;Saint-Thierry
FRXX2978;Saint-Thurin
FRXX3332;Saint-Trivier-de-Courtes
FRXX5229;Saint-Trivier-sur-Moignans
FRXX4014;Saint-Trojan-les-Bains
FRXX0215;Saint-Tropez
FRXX4648;Saint-Vaast-la-Hougue
FRXX2766;Saint-Vaast-les-Mello
FRXX3445;Saint-Valery-en-Caux
FRXX2916;Saint-Valery-sur-Somme
FRXX4070;Saint-Vallier
FRXX6418;Saint-Vallier
FRXX1016;Saint-Vallier-de-Thiey
FRXX5706;Saint-Venant
FRXX3493;Saint-Venerand
FRXX3425;Saint-Victor-de-Morestel
FRXX1161;Saint-Victor-la-Coste
FRXX6437;Saint-Victor-sur-Arlanc
FRXX4917;Saint-Victor-sur-Loire
FRXX2649;Saint-Victor-sur-Rhins
FRXX1744;Saint-Vigor-le-Grand
FRXX1943;Saint-Vincent-de-Boisset
FRXX1987;Saint-Vincent-de-Tyrosse
FRXX1938;Saint-Vincent-en-Bresse
FRXX1258;Saint-Vincent-Rive-d'Olt
FRXX5972;Saint-Vinnemer
FRXX4730;Saint-Vit
FRXX1522;Saint-Vivien-de-Medoc
FRXX2244;Saint-Vrain
FRXX1254;Saint-Wandrille-Rancon
FRXX5469;Saint-Xandre
FRXX6688;Saint-Yon
FRXX3903;Saint-Yorre
FRXX0343;Saint-Yrieix-la-Perche
FRXX2461;Saint-Yrieix-sur-Charente
FRXX5029;Saint-Zacharie
FRXX6278;Saissac
FRXX6533;Saix
FRXX5676;Salaise-sur-Sanne
FRXX6744;Saleilles
FRXX0388;Salernes
FRXX4755;Salice
FRXX6314;Salies-de-Bearn
FRXX3632;Salies-du-Salat
FRXX2511;Salignac-sur-Charente
FRXX6214;Saligny-le-Vif
FRXX6107;Saligny-sur-Roudon
FRXX4490;Salin-de-Giraud
FRXX6032;Salins-les-Bains
FRXX1997;Sallaumines
FRXX1757;Salleles-d'Aude
FRXX1734;Sallenelles
FRXX5848;Salles
FRXX5668;Salles-Adour
FRXX5455;Salles-Curan
FRXX5555;Salles-d'Aude
FRXX2478;Salles-de-Barbezieux
FRXX2448;Salles-la-Source
FRXX2484;Salles-les-Aulnay
FRXX3537;Salome
FRXX0093;Salon-de-Provence
FRXX5472;Salon-la-Tour
FRXX2779;Salornay-sur-Guye
FRXX3113;Salviac
FRXX0261;Samoens
FRXX4213;Samois-sur-Seine
FRXX2596;Samoreau
FRXX2778;Sampigny-les-Maranges
FRXX5000;Sanary-sur-Mer
FRXX4760;Sancerre
FRXX2454;Sancey-le-Long
FRXX6729;Sancy
FRXX4217;Sandillon
FRXX4971;Sangatte
FRXX2425;San-Gavino-di-Carbini
FRXX6782;Sanguinet
FRXX5570;San-Lorenzo
FRXX3917;San-Martino-di-Lota
FRXX5492;Sannerville
FRXX2374;Sannois
FRXX4400;Sanry-les-Vigy
FRXX6177;Sansac-de-Marmiesse
FRXX1056;Sansac-Veinazes
FRXX3920;Santa-Lucia-di-Moriani
FRXX6208;Santa-Maria-Figaniella
FRXX5418;Santa-Maria-Poggio
FRXX3170;Santa-Maria-Siche
FRXX4007;Sant'Andrea-d'Orcino
FRXX1028;Santa-Reparata-di-Balagna
FRXX1069;Santenay
FRXX4850;Santes
FRXX2555;Santo-Pietro-di-Tenda
FRXX4173;Sanvignes-les-Mines
FRXX2415;Saorge
FRXX1650;Saran
FRXX0296;Sarcelles
FRXX6366;Sarge-les-le-Mans
FRXX2222;Sarge-sur-Braye
FRXX5667;Sariac-Magnoac
FRXX5477;Sari-Solenzara
FRXX4883;Sarlat-la-Caneda
FRXX4349;Sarniguet
FRXX1221;Sarralbe
FRXX2806;Sarrancolin
FRXX6252;Sarras
FRXX0367;Sarrebourg
FRXX2585;Sarreguemines
FRXX6630;Sarreinsming
FRXX2868;Sarre-Union
FRXX3012;Sarrians
FRXX1026;Sarrola-Carcopino
FRXX4103;Sars-Poteries
FRXX6205;Sartene
FRXX2098;Sartrouville
FRXX1597;Sarzeau
FRXX2122;Sassay
FRXX2775;Sassegnies
FRXX5122;Sassenage
FRXX2684;Sassetot-le-Mauconduit
FRXX2679;Sathonay-Village
FRXX3059;Saugnacq-et-Muret
FRXX6742;Saugnieu
FRXX1204;Saugues
FRXX1100;Saulces-Monclin
FRXX5255;Saulcy-sur-Meurthe
FRXX2348;Saulges
FRXX3976;Saulgond
FRXX0422;Saulieu
FRXX2966;Saulnes
FRXX4974;Saulnot
FRXX1037;Saulon-la-Chapelle
FRXX6739;Sault
FRXX4990;Saultain
FRXX6654;Sault-Brenaz
FRXX5076;Saulx
FRXX2829;Saulx-Marchais
FRXX1581;Saulxures-les-Nancy
FRXX3866;Saulxures-sur-Moselotte
FRXX5501;Saulzais-le-Potier
FRXX4200;Saulzet-le-Chaud
FRXX1335;Saulzet-le-Froid
FRXX1770;Saumane
FRXX1611;Saumane-de-Vaucluse
FRXX3123;Saumejan
FRXX0378;Saumur
FRXX5897;Sausheim
FRXX3326;Saussay
FRXX5506;Saussay-la-Campagne
FRXX1716;Sausses
FRXX2530;Sausset-les-Pins
FRXX6489;Sautron
FRXX4878;Sauverny
FRXX1602;Sauvessanges
FRXX6016;Sauveterre-de-Bearn
FRXX5797;Sauveterre-de-Guyenne
FRXX5421;Sauveterre-de-Rouergue
FRXX1687;Sauveterre-Saint-Denis
FRXX4331;Sauvigney-les-Pesmes
FRXX1556;Sauvigny-le-Bois
FRXX4463;Sauvigny-les-Bois
FRXX6420;Savenay
FRXX5306;Saverne
FRXX1540;Saveuse
FRXX5804;Savignac-de-l'Isle
FRXX1151;Savignac-les-Ormeaux
FRXX2877;Savigne-sur-Lathan
FRXX4346;Savigny-en-Revermont
FRXX5524;Savigny-en-Sancerre
FRXX2079;Savigny-en-Veron
FRXX1747;Savigny-les-Beaune
FRXX2344;Savigny-le-Sec
FRXX4868;Savigny-le-Temple
FRXX2359;Savigny-le-Vieux
FRXX5194;Savigny-Poil-Fol
FRXX2864;Savigny-sous-Faye
FRXX2464;Savigny-sous-Malain
FRXX6282;Savigny-sur-Aisne
FRXX5940;Savigny-sur-Braye
FRXX6777;Savigny-sur-Clairis
FRXX6687;Savigny-sur-Orge
FRXX1718;Savines-le-Lac
FRXX6601;Savonnieres
FRXX4444;Savonnieres-en-Perthois
FRXX4677;Savournon
FRXX4717;Scaer
FRXX2934;Sceaux
FRXX2688;Sceaux-du-Gatinais
FRXX2451;Scey-Maisieres
FRXX2072;Scey-sur-Saone-et-Saint-Albin
FRXX3590;Schaffhouse-pres-Seltz
FRXX3591;Scheibenhard
FRXX5111;Scherwiller
FRXX6594;Schiltigheim
FRXX5874;Schirmeck
FRXX3390;Schoeneck
FRXX3072;Schweighouse-sur-Moder
FRXX4144;Schweighouse-Thann
FRXX6512;Scionzier
FRXX2174;Scy-Chazelles
FRXX3923;Sebazac-Concoures
FRXX2042;Seclin
FRXX3011;Secondigne-sur-Belle
FRXX3010;Secondigny
FRXX4002;Secqueville-en-Bessin
FRXX2498;Sedan
FRXX0262;Seez
FRXX0312;Segre
FRXX1789;Segur-les-Villas
FRXX5339;Seignosse
FRXX1620;Seilh
FRXX4882;Seillonnaz
FRXX5979;Seine Port
FRXX6364;Seingbouse
FRXX0439;Seix
FRXX5877;Selestat
FRXX1363;Selles-Saint-Denis
FRXX6785;Selles-sur-Cher
FRXX2135;Selles-sur-Nahon
FRXX1342;Selvigny
FRXX2810;Semalens
FRXX2807;Semeac
FRXX6635;Semelay
FRXX3752;Semeries
FRXX3646;Semezies-Cachan
FRXX4822;Semondans
FRXX4216;Semoy
FRXX6323;Semur-en-Auxois
FRXX1239;Semur-en-Vallon
FRXX4962;Senaillac-Latronquiere
FRXX2365;Senaillac-Lauzes
FRXX1585;Senan
FRXX1078;Senas
FRXX2906;Sene
FRXX6062;Senesse-de-Senabugue
FRXX1303;Senlis
FRXX4997;Sennecey-le-Grand
FRXX4742;Sennecey-les-Dijon
FRXX6494;Senozan
FRXX0358;Sens
FRXX5125;Sens-de-Bretagne
FRXX1198;Sentheim
FRXX1806;Septemes-les-Vallons
FRXX1783;Septfontaines
FRXX5890;Septmoncel
FRXX4686;Seranon
FRXX6115;Seraucourt-le-Grand
FRXX4522;Sereilhac
FRXX6740;Seremange-Erzange
FRXX5904;Serent
FRXX4949;Serezin-du-Rhone
FRXX2736;Serignan
FRXX3020;Serignan-du-Comtat
FRXX6816;Sermaize-les-Bains
FRXX6136;Sermano
FRXX6356;Serques
FRXX4806;Serquigny
FRXX1809;Serra-di-Scopamene
FRXX0227;Serre Chevalier
FRXX3847;Serre-les-Sapins
FRXX4859;Serres-Castet
FRXX6482;Serres-Morlaas
FRXX5688;Serres-Sainte-Marie
FRXX1801;Serriera
FRXX1847;Serrieres
FRXX3586;Serrieres-en-Chautagne
FRXX2784;Servaville-Salmonville
FRXX4111;Servon
FRXX2576;Sery-les-Mezieres
FRXX6465;Sery-Magneval
FRXX3642;Sessenheim
FRXX0094;Sete
FRXX2995;Sevenans
FRXX5452;Severac-le-Chateau
FRXX2485;Sevignac
FRXX1821;Sevigny-Waleppe
FRXX4539;Sevran
FRXX3715;Sevres
FRXX1456;Sevres-Anxaumont
FRXX4340;Sevrier
FRXX2391;Seyne
FRXX0457;Seyne-les-Alpes
FRXX2796;Seyssel
FRXX3067;Seysses-Saves
FRXX3035;Seyssinet-Pariset
FRXX3420;Seyssins
FRXX1223;Sierck-les-Bains
FRXX5556;Sigean
FRXX2743;Signes
FRXX2561;Signy-le-Petit
FRXX2666;Sigy-en-Bray
FRXX1313;Sillans-la-Cascade
FRXX2659;Sille-le-Guillaume
FRXX4192;Sille-le-Philippe
FRXX1954;Silly-sur-Nied
FRXX5424;Simiane-Collongue
FRXX4664;Simiane-la-Rotonde
FRXX5597;Sinceny
FRXX3536;Sin-le-Noble
FRXX4380;Sion-les-Mines
FRXX5620;Siorac-en-Perigord
FRXX3884;Sisteron
FRXX6616;Sivry-Courtry
FRXX5169;Sivry-sur-Meuse
FRXX4251;Six-Fours-les-Plages
FRXX6028;Sixt-Fer-a-Cheval
FRXX3943;Sizun
FRXX3239;Soccia
FRXX1787;Sochaux
FRXX5786;Socx
FRXX2819;Soignolles-en-Brie
FRXX3547;Soings-en-Sologne
FRXX0430;Soissons
FRXX3126;Soisy-sous-Montmorency
FRXX3736;Soisy-sur-Ecole
FRXX2240;Soisy-sur-Seine
FRXX0172;Solenzara
FRXX2065;Solesmes
FRXX5005;Solignac-sur-Loire
FRXX5788;Somain
FRXX4627;Sommepy-Tahure
FRXX5395;Sommette-Eaucourt
FRXX4629;Sommevoire
FRXX3091;Soncourt-sur-Marne
FRXX6144;Sonnac
FRXX5590;Sonthonnax-la-Montagne
FRXX1476;Soorts-Hossegor
FRXX1007;Sorbais
FRXX5301;Sorbey
FRXX4177;Sorbiers
FRXX1118;Sorbollano
FRXX1397;Sorcy-Saint-Martin
FRXX3822;Sore
FRXX4318;Sorede
FRXX1508;Sorel-en-Vimeu
FRXX1520;Sorel-Moussel
FRXX2091;Soreze
FRXX2429;Sorges
FRXX1610;Sorgues
FRXX3717;Sorio
FRXX5854;Sortosville-en-Beaumont
FRXX5404;Sospel
FRXX2345;Sotta
FRXX5690;Sotteville-les-Rouen
FRXX3571;Soual
FRXX4017;Soubise
FRXX5147;Souchez
FRXX6632;Soucht
FRXX4365;Soucieu-en-Jarrest
FRXX2954;Soudaine-Lavinadiere
FRXX2020;Soudan
FRXX1382;Soues
FRXX2871;Souffelweyersheim
FRXX3605;Soufflenheim
FRXX2658;Souge-le-Ganelon
FRXX6727;Sougeres-sur-Sinotte
FRXX2695;Souillac
FRXX5043;Soulac-sur-Mer
FRXX3960;Soulages-Bonneval
FRXX6261;Soulaines-Dhuys
FRXX5995;Soulaire-et-Bourg
FRXX6066;Soulge-sur-Ouette
FRXX6018;Souligne-sous-Ballon
FRXX3829;Soullans
FRXX6615;Soultz-Haut-Rhin
FRXX4889;Soultzmatt
FRXX6552;Soultz-sous-Forets
FRXX6347;Souppes-sur-Loing
FRXX4743;Soursac
FRXX1502;Soustons
FRXX4048;Soyaux
FRXX5628;Spechbach-le-Bas
FRXX3918;Speloncato
FRXX1762;Spezet
FRXX0442;St Colomban Des Villards
FRXX0491;St Francois Longchamp
FRXX0443;St Martin De Belleville
FRXX5629;Staffelfelden
FRXX6708;Stains
FRXX0448;Ste Foy Tarentaise
FRXX5600;Steenbecque
FRXX4279;Steenvoorde
FRXX2951;Steenwerck
FRXX5162;Steinbourg
FRXX5626;Steinbrunn-le-Bas
FRXX1949;Stiring-Wendel
FRXX0095;Strasbourg
FRXX3319;Suc-et-Sentenac
FRXX5270;Sucy-en-Brie
FRXX1210;Sully
FRXX6393;Sully-la-Chapelle
FRXX1257;Sully-sur-Loire
FRXX6613;Sundhoffen
FRXX2117;Sundhouse
FRXX0455;Super Besse
FRXX0552;Superdevoluy
FRXX5928;Suresnes
FRXX1493;Surgy
FRXX4126;Surjoux
FRXX6096;Survilliers
FRXX1215;Sury-le-Comtal
FRXX4170;Sus-Saint-Leger
FRXX4012;Suze-la-Rousse
FRXX3962;Sylvanes
FRXX6665;Tabanac
FRXX4451;Tagsdorf
FRXX6012;Taillades
FRXX3967;Taillecourt
FRXX5657;Talange
FRXX6146;Talant
FRXX0096;Talence
FRXX1869;Tallone
FRXX1645;Tannerre-en-Puisaye
FRXX1668;Tantonville
FRXX5487;Tarascon
FRXX5575;Tarascon-sur-Ariege
FRXX0097;Tarbes
FRXX1336;Tardets-Sorholus
FRXX1395;Targassonne
FRXX3512;Tarnos
FRXX6483;Taron-Sadirac-Viellenave
FRXX3058;Tartas
FRXX5815;Tassin-la-Demi-Lune
FRXX2443;Taule
FRXX2937;Taussat-les-Bains
FRXX1250;Tauves
FRXX6605;Tavaux
FRXX1838;Tavera
FRXX1693;Taverny
FRXX5009;Tavers
FRXX1955;Teilhede
FRXX5127;Teillay
FRXX3880;Teillet-Argenty
FRXX3945;Telgruc-sur-Mer
FRXX6671;Templemars
FRXX4107;Templeuve
FRXX3692;Templeux-le-Guerard
FRXX5215;Tenay
FRXX3898;Tende
FRXX1488;Tenteling
FRXX3374;Tercis-les-Bains
FRXX0450;Termignon La Vanoise
FRXX4876;Terrasson-Lavilledieu
FRXX5639;Terrenoire
FRXX2886;Terville
FRXX5609;Tesse-Froulay
FRXX6468;Tesse-la-Madeleine
FRXX5123;Tessy-sur-Vire
FRXX0263;Tete de Viraysse
FRXX3008;Teteghem
FRXX2968;Teting-sur-Nied
FRXX3104;Teurtheville-Bocage
FRXX6809;Teurtheville-Hague
FRXX3328;Teyran
FRXX1122;Thaire
FRXX5814;Thann
FRXX5964;Thaon-les-Vosges
FRXX5197;Theix
FRXX4739;Thenac
FRXX2416;Theoule-sur-Mer
FRXX4416;Therouanne
FRXX2815;They-sous-Vaudemont
FRXX5581;Theziers
FRXX3755;Thiais
FRXX2970;Thiat
FRXX2698;Thiers
FRXX5888;Thierville-sur-Meuse
FRXX2239;Thieulloy-l'Abbaye
FRXX2213;Thiezac
FRXX4143;Thil
FRXX4080;Thin-le-Moutier
FRXX4472;Thionville
FRXX3368;Thiron Gardais
FRXX3726;Thivencelle
FRXX5811;Thiverval-Grignon
FRXX3335;Thoiry
FRXX3282;Thomer-la-Sogne
FRXX1923;Thomery
FRXX1376;Thonon-les-Bains
FRXX6540;Thorens-Glieres
FRXX3285;Thorigne-Fouillard
FRXX3018;Thorigne-sur-Due
FRXX1918;Thorigny-sur-Marne
FRXX4534;Thorigny-sur-Oreuse
FRXX1983;Thou
FRXX2716;Thouare-sur-Loire
FRXX3806;Thouars
FRXX3040;Thouarsais-Bouildroux
FRXX4651;Thouars-sur-Garonne
FRXX2572;Thourie
FRXX3728;Thoury-Ferottes
FRXX3843;Thuboeuf
FRXX3098;Thuilley-aux-Groseilles
FRXX3462;Thuir
FRXX4778;Thuit-Hebert
FRXX3344;Thumeries
FRXX2774;Thun-l'Eveque
FRXX4431;Thure
FRXX1658;Thurey-le-Mont
FRXX4696;Thury-Harcourt
FRXX5685;Tibiran-Jaunac
FRXX4661;Tierce
FRXX0492;Tignes
FRXX4197;Tignieu-Jameyzieu
FRXX5354;Tillieres-sur-Avre
FRXX2204;Tilloy-Floriville
FRXX2702;Tilloy-les-Mofflaines
FRXX4335;Tilly
FRXX6234;Tilly
FRXX6131;Tilly-sur-Seulles
FRXX1450;Tincey-et-Pontrebeau
FRXX4506;Tincourt-Boucly
FRXX5865;Tincques
FRXX4618;Tinqueux
FRXX1883;Tinteniac
FRXX6338;Tocane-Saint-Apre
FRXX2283;Tomblaine
FRXX4771;Tonnay-Charente
FRXX0322;Tonneins
FRXX0359;Tonnerre
FRXX1038;Tonquedec
FRXX0134;Topla
FRXX4112;Torcy
FRXX2014;Torfou
FRXX2137;Torigni-sur-Vire
FRXX4584;Torreilles
FRXX0264;Torrent des Encombres
FRXX1422;Touffreville-sur-Eu
FRXX0265;Tougnete
FRXX6081;Toul
FRXX0174;Toul / Rosieres
FRXX0098;Toulon
FRXX5366;Toulon-la-Montagne
FRXX3162;Toulon-sur-Allier
FRXX2639;Toulon-sur-Arroux
FRXX5790;Toulouges
FRXX0099;Toulouse
FRXX1084;Touques
FRXX3670;Touquin
FRXX0277;Tourcoing
FRXX1684;Tour-de-Faure
FRXX5878;Tourlaville
FRXX2064;Tourmignies
FRXX3516;Tournai-sur-Dive
FRXX5615;Tournan-en-Brie
FRXX4263;Tournefeuille
FRXX4489;Tournes
FRXX2797;Tournon-Saint-Martin
FRXX6373;Tournous-Devant
FRXX4950;Tournus
FRXX3158;Tourrette-Levens
FRXX0100;Tours
FRXX2004;Tours-en-Savoie
FRXX6646;Tours-en-Vimeu
FRXX3108;Tours-sur-Marne
FRXX3428;Tours-sur-Meymont
FRXX4955;Tourville-la-Chapelle
FRXX6570;Tourville-sur-Sienne
FRXX3716;Toury
FRXX5118;Toussus-le-Noble
FRXX2233;Toutencourt
FRXX2751;Tracy-le-Mont
FRXX3165;Tracy-sur-Mer
FRXX1621;Trainou
FRXX2741;Trans-en-Provence
FRXX0175;Trappes
FRXX3021;Travaillan
FRXX5666;Trebons
FRXX4066;Trebons-de-Luchon
FRXX4040;Tredaniel
FRXX5521;Tregastel
FRXX4721;Tregourez
FRXX1836;Tregueux
FRXX3984;Treguier
FRXX5448;Tregunc
FRXX1656;Treignac
FRXX2394;Treilles
FRXX1269;Treillieres
FRXX2912;Trelaze
FRXX1040;Trelissac
FRXX6709;Tremblay-en-France
FRXX2745;Treminis
FRXX4944;Tremouille-Saint-Loup
FRXX4905;Trepied
FRXX2140;Tressange
FRXX4455;Tresses
FRXX5483;Trets
FRXX2488;Trevou-Treguignec
FRXX5535;Triac-Lautrait
FRXX6446;Trie-Chateau
FRXX5831;Triel-sur-Seine
FRXX3640;Triembach-au-Val
FRXX2664;Trie-sur-Baise
FRXX4981;Trieux
FRXX1289;Trignac
FRXX2880;Trith-Saint-Leger
FRXX6663;Trois-Epis
FRXX4989;Troisvilles
FRXX6604;Tronville-en-Barrois
FRXX3913;Trouville-sur-Mer
FRXX0101;Troyes
FRXX2191;Trucy-l'Orgueilleux
FRXX3769;Trucy-sur-Yonne
FRXX5643;Tubersent
FRXX1587;Tucquegnieux
FRXX2397;Tugny-et-Pont
FRXX0345;Tulle
FRXX5955;Tully
FRXX6387;Tupin-et-Semons
FRXX2177;Turckheim
FRXX4754;Turenne
FRXX4756;Ucciani
