XXXX0000;-------- FRANCE ---------
FRXX1362;Le Gault-Perche
FRXX4140;Le Gault-Saint-Denis
FRXX0480;Le Grand-Bornand
FRXX6327;Le Grand-Bourg
FRXX6572;Le Grand-Celland
FRXX6365;Le Grand-Luce
FRXX2798;Le Grand-Pressigny
FRXX0046;Le Grand-Quevilly
FRXX2559;Le Grand-Serre
FRXX3327;Le Grau-du-Roi
FRXX1447;Le Gres
FRXX1050;Le Gua
FRXX4139;Le Gue-de-Longroi
FRXX3193;Le Guilvinec
FRXX2938;Le Haillan
FRXX4634;Le Ham
FRXX4018;Le Haut-Corlay
FRXX0047;Le Havre
FRXX0350;Le Haye-Descartes
FRXX5803;Le Houga
FRXX5981;Le Kremlin-Bicetre
FRXX1755;Le Lardin-Saint-Lazare
FRXX1717;Le Lauzet-Ubaye
FRXX1317;Le Lavandou
FRXX0528;Le Lioran
FRXX3996;Le Logis Neuf
FRXX4448;Le Longeron
FRXX2007;Le Loroux-Bottereau
FRXX2996;Le Louroux-Beconnais
FRXX6171;Le Luhier
FRXX5380;Le Malzieu-Ville
FRXX0238;Le Manchet
FRXX0048;Le Mans
FRXX2369;Le Mas-d'Agenais
FRXX3320;Le Mas-d'Azil
FRXX2631;Le Mas-de-Tence
FRXX3570;Le Masnau-Massuguies
FRXX3877;Le Massegros
FRXX1022;Le Mayet-de-Montagne
FRXX3134;Le May-sur-Evre
FRXX6359;Le Mee-sur-Seine
FRXX2749;Le Mele-sur-Sarthe
FRXX2045;Le Menil-de-Briouze
FRXX1410;Le Mesnil-Amelot
FRXX5988;Le Mesnil-Aubry
FRXX4697;Le Mesnil-Auzouf
FRXX5093;Le Mesnil-Esnard
FRXX5415;Le Mesnil-Mauger
FRXX1680;Le Mesnil-sur-Oger
FRXX3325;Le Mesnil-Thomas
FRXX1425;Le Minihic-sur-Rance
FRXX3396;Le Molard
FRXX3912;Le Molay-Littry
FRXX6786;Le Monastier-Pin-Mories
FRXX4161;Le Monastier-sur-Gazeille
FRXX3150;Le Monetier-les-Bains
FRXX0404;Le Mont-Dore
FRXX6329;Le Monteil-au-Vicomte
FRXX4692;Le Montet
FRXX5025;Le Muy
FRXX3200;Le Nayrac
FRXX4095;Le Nouvion-en-Thierache
FRXX6578;Le Palais
FRXX2248;Le Palais-sur-Vienne
FRXX5484;Le Pas des Lanciers
FRXX2371;Le Passage
FRXX3400;Le Pave de Pontault
FRXX2334;Le Peage-de-Roussillon
FRXX6546;Le Pecq
FRXX6218;Le Pegue
FRXX4388;Le Perray-en-Yvelines
FRXX5980;Le Perreux-sur-Marne
FRXX1132;Le Pertre
FRXX6523;Le Petit-Bornand-les-Glieres
FRXX1385;Le Petit-Quevilly
FRXX0239;Le Peyrou
FRXX2183;Le Pian-Medoc
FRXX6624;Le Pian-sur-Garonne
FRXX1034;Le Pigeonnier
FRXX1898;Le Pin
FRXX2295;Le Pin
FRXX3989;Le Plan de Campagne
FRXX3698;Le Plessier-Rozainvillers
FRXX2376;Le Plessis-Bouchard
FRXX6105;Le Plessis-Grammoire
FRXX2342;Le Plessis-Pate
FRXX2217;Le Plessis-Robinson
FRXX2993;Le Plessis-Trevise
FRXX1102;Le Poet-Celard
FRXX5079;Le Poinconnet
FRXX5157;Le Poire-sur-Velluire
FRXX5371;Le Poire-sur-Vie
FRXX4984;Le Pont-de-Beauvoisin
FRXX2040;Le Pont-de-Claix
FRXX6579;Le Pont-de-Coulogne
FRXX1699;Le Pont-de-Montvert
FRXX1629;Le Pontet
FRXX1154;Le Port
FRXX5709;Le Portel
FRXX2101;Le Port-Marly
FRXX1868;Le Poujol-sur-Orb
FRXX1042;Le Pouldu
FRXX3475;Le Pouliguen
FRXX2532;Le Pouzin
FRXX5733;Le Pradet
FRXX2983;Le Pre-Saint-Gervais
FRXX1661;Le Puits-des-Mezes
FRXX0209;Le Puy-en-Velay
FRXX4747;Le Puy-Sainte-Reparade
FRXX4475;Le Quesnel
FRXX2264;Le Raincy
FRXX5442;Le Relecq-Kerhuon
FRXX4252;Le Revest-les-Eaux
FRXX5768;Le Rheu
FRXX1081;Le Rouet
FRXX3137;Le Rouret
FRXX4749;Le Rove
FRXX1805;Le Sambuc
FRXX6059;Le Sappey-en-Chartreuse
FRXX5012;Le Saulchoy
FRXX6532;Le Segur
FRXX3539;Le Soler
FRXX6505;Le Taillan-Medoc
FRXX0116;Le Talut
FRXX4703;Le Theil-Bocage
FRXX3925;Le Tholonet
FRXX5968;Le Tholy
FRXX5296;Le Thor
FRXX1682;Le Thoult-Trosnay
FRXX0160;Le Touquet
FRXX5710;Le Touquet-Paris-Plage
FRXX1255;Le Trait
FRXX5830;Le Tremblay-sur-Mauldre
FRXX6753;Le Treport
FRXX6160;Le Trevoux
FRXX0240;Le Truc
FRXX5730;Le Val
FRXX5241;Le Val-Saint-Germain
FRXX2254;Le Valtin
FRXX4803;Le Vaudreuil
FRXX6598;Le Verdon-sur-Mer
FRXX1411;Le Vesinet
FRXX1157;Le Vieil-Evreux
FRXX2520;Le Vieux-Cerier
FRXX1769;Le Vigan
FRXX2128;Le Vigen
FRXX3608;Le Vivier-sur-Mer
FRXX3341;Lecelles
FRXX4404;Lecluse
FRXX2571;Lecousse
FRXX3739;Leers
FRXX2062;Leffrinckoucke
FRXX1932;Leforest
FRXX5776;Lege
FRXX2737;Leguevin
FRXX6035;Leigne-les-Bois
FRXX4425;Leignes-sur-Fontaine
FRXX4374;Lembach
FRXX4968;Lempdes
FRXX6435;Lempdes-sur-Allagnon
FRXX2911;Lencouacq
FRXX0049;Lens
FRXX3938;Lento
FRXX1426;Leognan
FRXX1418;L'Epine
FRXX4571;Lepuix
FRXX6003;Lepuix-Neuf
FRXX5770;Lerm-et-Musset
FRXX4028;Lery
FRXX6456;Les Adrets-de-l'Esterel
FRXX1109;Les Aix-d'Angillon
FRXX3796;Les Allues
FRXX2317;Les Alluets-le-Roi
FRXX5681;Les Ancizes-Comps
FRXX2503;Les Andelys
FRXX0433;Les Angles
FRXX0482;Les Arcs
FRXX2942;Les Artigues-de-Lussac
FRXX1124;Les Assions
FRXX1980;Les Authieux-sur-le-Port-Saint-Ouen
FRXX6442;Les Avenieres
FRXX4804;Les Baux-de-Breteuil
FRXX2383;Les Bessons
FRXX6103;Les Bondons
FRXX6797;Les Bordes-sur-Arize
FRXX4082;Les Bordes-sur-Lez
FRXX4303;Les Bossons
FRXX5178;Les Bouchoux
FRXX0456;Les Brasses
FRXX0548;Les Carroz
FRXX4557;Les Cerqueux-de-Maulevrier
FRXX3265;Les Champs-Geraux
FRXX0268;les Chozalets
FRXX1404;Les Clayes-sous-Bois
FRXX0483;Les Contamines - Hauteluce
FRXX3419;Les Cotes-d'Arey
FRXX2006;Les Couets
FRXX2499;Les Damps
FRXX0534;Les Deux Alpes
FRXX1781;Les Ecorces
FRXX5313;Les Essarts
FRXX3604;Les Essarts-le-Roi
FRXX5365;Les Essarts-les-Sezanne
FRXX0241;Les Freaux
FRXX0484;Les Gets
FRXX0242;Les Geymonds
FRXX4393;Les Grandes-Ventes
FRXX0243;Les Grands Vans
FRXX4071;Les Granges-Gontardes
FRXX5564;Les Gras
FRXX5991;Les Gresillons
FRXX3315;Les Hautes-Rivieres
FRXX1634;Les Herbiers
FRXX6073;Les Hopitaux-Neufs
FRXX0485;Les Houches
FRXX6685;Les Iffs
FRXX2235;Les Issambres
FRXX3119;Les Landes-Genusson
FRXX2982;Les Lilas
FRXX4667;Les Martys
FRXX3883;Les Mees
FRXX0486;Les Menuires
FRXX5218;Les Milles
FRXX4382;Les Moitiers-en-Bauptois
FRXX2011;Les Moutiers-en-Retz
FRXX3593;Les Mureaux
FRXX6263;Les Noes-pres-Troyes
FRXX1829;Les Noyers
FRXX1127;Les Ollieres-sur-Eyrieux
FRXX1408;Les Ormes-sur-Voulzie
FRXX0500;Les Orres
FRXX0244;Les Ougiers
FRXX6710;Les Pavillons-sous-Bois
FRXX5488;Les Pennes-Mirabeau
FRXX4045;Les Pins
FRXX2455;Les Plains-et-Grands-Essarts
FRXX1048;Les Plantiers
FRXX6833;Les Ponts-de-Ce
FRXX4035;Les Portes-en-Re
FRXX1855;Les Riceys
FRXX5280;Les Rosiers-sur-Loire
FRXX2909;Les Rousses
FRXX2141;Les Rues-des-Vignes
FRXX0050;Les Sables-d'Olonne
FRXX0487;Les Saisies
FRXX1700;Les Salelles
FRXX4273;Les Salles-sur-Verdon
FRXX3451;Les Sarraix
FRXX0481;Les Sept Laux
FRXX6488;Les Sorinieres
FRXX6603;Les Souhesmes-Rampont
FRXX1824;Les Thilliers-en-Vexin
FRXX3216;Les Touches-de-Perigny
FRXX5869;Les Trois-Moutiers
FRXX4473;Les Verchers-sur-Layon
FRXX5082;Les Villards-sur-Thones
FRXX6110;L'Escale
FRXX3835;Lescheres-sur-le-Blaiseron
FRXX5096;Lescure-d'Albigeois
FRXX5611;Lesigny
FRXX5439;Lesneven
FRXX4322;Lesparre-Medoc
FRXX5583;Lespignan
FRXX4315;Lesquin
FRXX4608;Lesson
FRXX6369;Lestelle-Betharram
FRXX2130;L'Etang-la-Ville
FRXX5373;L'Etoile
FRXX4100;Leuilly-sous-Coucy
FRXX1232;Leuy
FRXX0298;Levallois-Perret
FRXX4267;Levignac
FRXX3116;Levignac-de-Guyenne
FRXX3588;Levis-Saint-Nom
FRXX6756;Levroux
FRXX1590;Lexy
FRXX6091;Leyritz-Moncassin
FRXX4042;Lezardrieux
FRXX3318;Lezat-sur-Leze
FRXX2294;Lezay
FRXX2066;Lez-Fontaine
FRXX0337;Lezignan
FRXX6276;Lezignan-Corbieres
FRXX5130;Lezignan-la-Cebe
FRXX1568;L'Hay-les-Roses
FRXX1953;L'Hopital
FRXX5840;L'Horme
FRXX1533;L'Hospitalet-pres-l'Andorre
FRXX2722;Liancourt
FRXX4906;Libercourt
FRXX0051;Libourne
FRXX2917;Licourt
FRXX5646;Licques
FRXX4099;Liesse-Notre-Dame
FRXX2857;Liettres
FRXX5586;Lieuran-Cabrieres
FRXX2756;Lieuran-les-Beziers
FRXX1484;Lieusaint
FRXX5645;Lievin
FRXX6260;Liffre
FRXX3558;Lignac
FRXX2793;Lignan-de-Bordeaux
FRXX1305;Lignan-sur-Orb
FRXX3078;Lignieres-Orgeres
FRXX4447;Ligny-en-Barrois
FRXX2578;Ligny-en-Cambresis
FRXX2262;Ligny-le-Chatel
FRXX2638;Ligny-les-Aire
FRXX5707;Ligny-Thilloy
FRXX4336;Ligueil
FRXX2986;L'Ile-Saint-Denis
FRXX0052;Lille
FRXX5091;Lillebonne
FRXX2272;Limeil-Brevannes
FRXX0119;Limoges
FRXX6429;Limonest
FRXX2241;Limours
FRXX3310;Limoux
FRXX1063;Linars
FRXX3641;Lingolsheim
FRXX5884;Linselles
FRXX2041;Linxe
FRXX3448;Lion-en-Beauce
FRXX6200;Lion-sur-Mer
FRXX1904;Lioux-les-Monges
FRXX1421;Lipsheim
FRXX5996;Lire
FRXX2114;Lisbourg
FRXX0053;Lisieux
FRXX2379;L'Isle-Adam
FRXX3418;L'Isle-d'Abeau
FRXX5497;L'Isle-d'Espagnac
FRXX0332;L'Isle-Jourdain
FRXX5221;Lisle-sur-Tarn
FRXX3840;Lisses
FRXX5321;Listrac-de-Dureze
FRXX1359;Listrac-Medoc
FRXX4142;Lit-et-Mixe
FRXX1582;Liverdun
FRXX3858;Livernon
FRXX3421;Livet-et-Gavet
FRXX6169;Livinhac-le-Haut
FRXX5548;Livre-sur-Changeon
FRXX6273;Livron-sur-Drome
FRXX6706;Livry-Gargan
FRXX2827;Lixing-les-Saint-Avold
FRXX4894;Lizy-sur-Ourcq
FRXX0352;Loches
FRXX4083;Loches-sur-Ource
FRXX2905;Lochrist
FRXX6641;Locmariaquer
FRXX0377;Locmine
FRXX3677;Locmiquelic
FRXX6640;Locoal-Mendon
FRXX3456;Locon
FRXX4841;Locquirec
FRXX1043;Loctudy
FRXX2569;Lodeve
FRXX1863;Lods
FRXX5931;Logelbach
FRXX2595;Lognes
FRXX1709;Logny-les-Aubenton
FRXX1138;Logrian-Florian
FRXX1093;Loire-les-Marais
FRXX1994;Loison-sous-Lens
FRXX4963;Loison-sur-Crequoise
FRXX5232;Loix
FRXX3725;Lomme
FRXX5591;Lompnas
FRXX6789;Longchamp
FRXX5573;Longecourt-en-Plaine
FRXX4443;Longeville-en-Barrois
FRXX6642;Longeville-les-Metz
FRXX3620;Longeville-les-Saint-Avold
FRXX4553;Longjumeau
FRXX2883;Longlaville
FRXX6470;Longny-au-Perche
FRXX3727;Longpont-sur-Orge
FRXX3696;Longpre-les-Corps-Saints
FRXX3694;Longueau
FRXX6428;Longueil-Annel
FRXX2013;Longueil-Sainte-Marie
FRXX1272;Longuenesse
FRXX2685;Longueville-sur-Scie
FRXX4711;Longvic
FRXX2998;Longwy
FRXX3803;Longwy-sur-le-Doubs
FRXX5304;Lonrai
FRXX4860;Lons
FRXX0161;Lons-le-Saunier
FRXX6464;Loos
FRXX1930;Loos-en-Gohelle
FRXX2352;Loperec
FRXX2476;Lopigna
FRXX6137;Loreto-di-Casinca
FRXX1839;Loreto-di-Tallano
FRXX4181;Lorette
FRXX5026;Lorgues
FRXX0054;Lorient
FRXX6748;Loriol-du-Comtat
FRXX1143;Loriol-sur-Drome
FRXX4454;Lormont
FRXX1921;Lorrez-le-Bocage-Preaux
FRXX2703;Lottinghen
FRXX6227;Louargat
FRXX5949;Loubaresse
FRXX5150;Loubens-Lauragais
FRXX0374;Loudeac
FRXX0341;Loudun
FRXX2748;Louge-sur-Maire
FRXX6357;Louhans
FRXX3460;Loulans-Verchamp
FRXX2946;Lourches
FRXX1228;Lourdes
FRXX4864;Lourdios-Ichere
FRXX6566;Lourdoueix-Saint-Michel
FRXX6328;Lourdoueix-Saint-Pierre
FRXX1381;Loures-Barousse
FRXX6762;Lourmarin
FRXX2419;Louroux-Bourbonnais
FRXX3138;Louroux-de-Beaune
FRXX3905;Louroux-de-Bouble
FRXX1364;Louveciennes
FRXX6313;Louvie-Juzon
FRXX2050;Louvigne-de-Bais
FRXX4808;Louvigne-du-Desert
FRXX1951;Louvigny
FRXX4693;Louvigny
FRXX3652;Louvil
FRXX1158;Louville-la-Chenard
FRXX1355;Louvroil
FRXX6332;Loyettes
FRXX1972;Lozanne
FRXX1739;Lozzi
FRXX1371;Luant
FRXX1463;Lucay-le-Male
FRXX5572;Lucciana
FRXX2564;Luce
FRXX6636;Lucenay-les-Aix
FRXX3785;Lucenay-l'Eveque
FRXX6316;Lucgarier
FRXX4596;Luche-Pringe
FRXX3046;Luche-Thouarsais
FRXX0434;Luchon Superbagneres
FRXX2771;Lucinges
FRXX1023;Luc-la-Primaube
FRXX4862;Lucq-de-Bearn
FRXX3307;Luc-sur-Aude
FRXX2434;Luc-sur-Mer
FRXX5284;Lucy-sur-Yonne
FRXX6731;Ludres
FRXX6779;Lue
FRXX3609;Lugos
FRXX4138;Luisant
FRXX3549;Lully
FRXX2557;Lumio
FRXX6084;Luneville
FRXX1407;Lupstein
FRXX5624;Luray
FRXX5608;Lurbe-Saint-Christau
FRXX5825;Lurcy-le-Bourg
FRXX6127;Lurcy-Levis
FRXX0426;Lure
FRXX1117;Lury-sur-Arnon
FRXX7008;Lusignan
FRXX1729;Lusigny
FRXX4811;Lusigny-sur-Barse
FRXX1813;Lus-la-Croix-Haute
FRXX2154;Lussac-les-Chateaux
FRXX2971;Lussac-les-Eglises
FRXX6326;Lussat
FRXX1467;Lussault-sur-Loire
FRXX1380;Lutilhous
FRXX1390;Luttange
FRXX3564;Lutterbach
FRXX0425;Luxeuil-les-Bains
FRXX2164;Luynes
FRXX0432;Luz Ardiden Saint Sauveur
FRXX2182;Luzancy
FRXX1152;Luzenac
FRXX5665;Luz-Saint-Sauveur
FRXX0055;Lyon
FRXX4541;Lyon Satolas Aeroport
FRXX1825;Lyons-la-Foret
FRXX2060;Lys-lez-Lannoy
FRXX6507;Macau
FRXX6618;Machault
FRXX5720;Machecoul
FRXX2556;Macinaggio
FRXX0056;Macon
FRXX5495;Madranges
FRXX4019;Mael-Carhaix
FRXX1017;Magagnosc
FRXX4387;Magnac-Laval
FRXX6770;Magne
FRXX4641;Magnieres
FRXX3676;Magny-Cours
FRXX6831;Magny-en-Vexin
FRXX2851;Magny-le-Desert
FRXX5636;Magny-le-Hongre
FRXX5117;Magny-les-Hameaux
FRXX3951;Mahalon
FRXX1844;Maillane
FRXX2237;Mailly-la-Ville
FRXX3292;Mailly-le-Camp
FRXX4567;Mailly-le-Chateau
FRXX1509;Mailly-Maillet
FRXX6730;Mailly-sur-Seille
FRXX1655;Maine-de-Boixe
FRXX1890;Maing
FRXX3323;Maintenon
FRXX2275;Mainville
FRXX4903;Maisnil-les-Ruitz
FRXX3935;Maisoncelles-la-Jourdan
FRXX4478;Maison-Ponthieu
FRXX6092;Maisons-Alfort
FRXX3039;Maisons-Laffitte
FRXX5549;Maisons-les-Chaource
FRXX5310;Maizieres
FRXX1136;Maizieres-la-Grande-Paroisse
FRXX5338;Maizieres-les-Metz
FRXX3714;Malakoff
FRXX1595;Malansac
FRXX1130;Malataverne
FRXX3015;Malaucene
FRXX4594;Malaunay
FRXX3131;Malbouzon
FRXX6469;Male
FRXX5327;Malemort-du-Comtat
FRXX4765;Malemort-sur-Correze
FRXX4498;Malestroit
FRXX0057;Malicorne
FRXX3786;Malicorne-sur-Sarthe
FRXX6116;Malijai
FRXX1963;Malintrat
FRXX5353;Malleloy
FRXX4051;Mallemort
FRXX5223;Malleret
FRXX5601;Malo-les-Bains
FRXX4752;Maltot
FRXX6348;Malvalette
FRXX5019;Malvezie
FRXX2357;Malzeville
FRXX4562;Mamey
FRXX5438;Mancenans-Lizerne
FRXX2882;Mancieulles
FRXX5460;Mandeure
FRXX1662;Mandres-la-Cote
FRXX6681;Mandres-les-Roses
FRXX1772;Manduel
FRXX0516;Manigod
FRXX5644;Maninghem
FRXX0364;Manosque
FRXX4005;Mansac
FRXX0356;Mantes-la-Jolie
FRXX2132;Mantes-la-Ville
FRXX2198;Mantry
FRXX5658;Manzat
FRXX3333;Manziat
FRXX6696;Marainville-sur-Madon
FRXX5352;Marange-Silvange
FRXX2356;Maranville
FRXX6207;Marato
FRXX5893;Marbache
FRXX4846;Marboz
FRXX3544;Marcenais
FRXX6113;Marchais-en-Brie
FRXX1471;Marchiennes
FRXX1279;Marcigny
FRXX1260;Marcilhac-sur-Cele
FRXX5771;Marcillac
FRXX4764;Marcillac-la-Croisille
FRXX4759;Marcillac-Lanville
FRXX3164;Marcillat-en-Combraille
FRXX4636;Marcille-la-Ville
FRXX6473;Marcille-Raoul
FRXX3834;Marcilly-en-Bassigny
FRXX6262;Marcilly-le-Hayer
FRXX2505;Marcilly-sur-Eure
FRXX6355;Marck
FRXX5114;Marckolsheim
FRXX4613;Marcoussis
FRXX5389;Marcoux
FRXX5065;Marcq-en-Baroeul
FRXX3621;Marcq-en-Ostrevent
FRXX3624;Mardyck
FRXX1576;Mareil-en-France
FRXX5086;Mareil-Marly
FRXX4926;Mareil-sur-Loir
FRXX4375;Mareil-sur-Mauldre
FRXX2148;Marennes
FRXX3343;Maretz
FRXX6800;Mareuil
FRXX5909;Mareuil-Caubert
FRXX4623;Mareuil-en-Brie
FRXX1651;Mareuil-le-Port
FRXX1831;Mareuil-sur-Arnon
FRXX6814;Mareuil-sur-Ay
FRXX6750;Mareuil-sur-Lay-Dissais
FRXX1324;Mareuil-sur-Ourcq
FRXX2284;Margency
FRXX5742;Margny-les-Compiegne
FRXX5186;Margouet-Meymes
FRXX2560;Margut
FRXX4757;Marignana
FRXX0058;Marignane
FRXX3550;Marignier
FRXX3856;Marigny
FRXX1713;Marigny-en-Orxois
FRXX5553;Marigny-le-Chatel
FRXX6397;Marigny-les-Usages
FRXX3800;Marigny-Marmande
FRXX1322;Marigny-sur-Yonne
FRXX3919;Marine de Luri
FRXX1030;Marine de Pietracorbara
FRXX6408;Maringues
FRXX2577;Marle
FRXX2872;Marlenheim
FRXX3476;Marles-les-Mines
FRXX2173;Marly
FRXX3541;Marly
FRXX5971;Marly-la-Ville
FRXX2823;Marly-le-Roi
FRXX1975;Marly-sous-Issy
FRXX0326;Marmande
FRXX2870;Marmoutier
FRXX2058;Marnaz
FRXX0279;Marne-la-Vallee
FRXX2219;Marnes-la-Coquette
FRXX3163;Marnhagues-et-Latour
FRXX4308;Maroilles
FRXX2242;Marolles-en-Hurepoix
FRXX2660;Marolles-les-Braults
FRXX4501;Marpent
FRXX1349;Marquette-lez-Lille
FRXX1441;Marquillies
FRXX1273;Marquise
FRXX2600;Marsac
FRXX3551;Marsac-en-Livradois
FRXX1631;Marsais-Sainte-Radegonde
FRXX3948;Marsannay-la-Cote
FRXX5852;Marseillan
FRXX0059;Marseille
FRXX5016;Marseille-en-Beauvaisis
FRXX3089;Marsillargues
FRXX3688;Mars-la-Tour
FRXX3702;Marssac-sur-Tarn
FRXX2874;Martignas-sur-Jalle
FRXX2927;Martignat
FRXX4165;Martigne-Briand
FRXX5128;Martigne-Ferchaud
FRXX3069;Martigne-sur-Mayenne
FRXX2831;Martigny
FRXX2255;Martigny-les-Bains
FRXX5481;Martigues
FRXX1968;Martres-de-Veyre
FRXX4942;Martres-sur-Morge
FRXX5149;Martres-Tolosane
FRXX7011;Martrin
FRXX4464;Marzy
FRXX4666;Mas-Cabardes
FRXX2663;Mascaras
FRXX5088;Masevaux
FRXX4106;Masnieres
FRXX5948;Masny
FRXX1172;Maspie-Lalonquere-Juillacq
FRXX4124;Massignieu-de-Rives
FRXX1534;Massy
FRXX4004;Mathieu
FRXX1115;Matignon
FRXX6232;Matton-et-Clemency
FRXX3019;Maubec
FRXX4777;Maubert-Fontaine
FRXX3576;Maubeuge
FRXX4515;Mauchamps
FRXX1619;Mauguio
FRXX6311;Mauleon-Licharre
FRXX3855;Maupertus-sur-Mer
FRXX4430;Mauprevoir
FRXX3559;Maurecourt
FRXX2536;Maure-de-Bretagne
FRXX6478;Maureilhan
FRXX2063;Maureillas-las-Illas
FRXX2110;Maurepas
FRXX4734;Mauriac
FRXX2192;Mauron
FRXX3973;Maurs
FRXX5791;Maury
FRXX5482;Maussane-les-Alpilles
FRXX3505;Mauvaisin
FRXX2605;Mauzac-et-Grand-Castang
FRXX6335;Mauzens-et-Miremont
FRXX4578;Mauze-sur-le-Mignon
FRXX4560;Maxeville
FRXX3817;Maxey-sur-Meuse
FRXX5886;Maxey-sur-Vaise
FRXX1174;May-en-Multien
FRXX3075;Mayres
FRXX5369;Mayrinhac-Lentour
FRXX5211;Mazamet
FRXX5299;Mazan
FRXX6286;Mazeres
FRXX2586;Mazeres-Lezons
FRXX3308;Mazerolles-du-Razes
FRXX2126;Mazet-Saint-Voy
FRXX2268;Mazille
FRXX6352;Mazingarbe
FRXX3034;Meaudre
FRXX3730;Meaulte
FRXX0060;Meaux
FRXX0131;Medoc
FRXX0245;Megeve
FRXX6212;Mehun-sur-Yevre
FRXX6722;Meigne-le-Vicomte
FRXX4057;Meillac
FRXX4863;Meillon
FRXX1937;Melay
FRXX1326;Melesse
FRXX0379;Melle
FRXX5942;Melrand
FRXX0061;Melun
FRXX3354;Melz-sur-Seine
FRXX3427;Menat
FRXX0162;Mende
FRXX2193;Meneac
FRXX5311;Menerbes
FRXX1107;Menesqueville
FRXX6637;Menestreau
FRXX3842;Menetou-Salon
FRXX4032;Menetreol-sur-Sauldre
FRXX1551;Menil-de-Senones
FRXX3735;Mennecy
FRXX5800;Mennetou-sur-Cher
FRXX3705;Mennevret
FRXX4569;Menoncourt
FRXX2800;Menthonnex-sous-Clermont
FRXX0062;Menton
FRXX3393;Mentque-Nortbecourt
FRXX6778;Menucourt
FRXX6426;Merck-Saint-Lievin
FRXX1472;Mercy-le-Bas
FRXX6203;Merdrignac
FRXX6656;Merens-les-Vals
FRXX4512;Mereville
FRXX1870;Meria
FRXX0246;Meribel
FRXX6353;Mericourt
FRXX4482;Mericourt-en-Vimeu
FRXX5283;Meriel
FRXX0063;Merignac
FRXX4117;Merinchal
FRXX3628;Merlimont
FRXX5242;Merobert
FRXX6825;Mers-les-Bains
FRXX3795;Mertzwiller
FRXX2719;Meru
FRXX1353;Merville
FRXX6201;Merville-Franceville-Plage
FRXX5502;Mery-es-Bois
FRXX3499;Mery-la-Bataille
FRXX6098;Mery-sur-Oise
FRXX3291;Mery-sur-Seine
FRXX4243;Mesanger
FRXX5468;Meschers-sur-Gironde
FRXX5356;Meslay-du-Maine
FRXX1011;Mesnil-Saint-Laurent
FRXX4810;Mesnil-Saint-Loup
FRXX4479;Mesnil-Saint-Nicaise
FRXX2500;Mesnil-sur-l'Estree
FRXX1103;Mesnil-Verclives
FRXX6017;Messei
FRXX2884;Messein
FRXX1969;Messeix
FRXX5977;Messey-sur-Grosne
FRXX3660;Messia-sur-Sorne
FRXX0521;Metabief
FRXX3623;Meteren
FRXX0064;Metz
FRXX2855;Metz-en-Couture
FRXX6633;Metz-le-Comte
FRXX5085;Metz-Tessy
FRXX2215;Meudon
FRXX6759;Meung-sur-Loire
FRXX4720;Meursault
FRXX3097;Mexy
FRXX3422;Meylan
FRXX2546;Meynes
FRXX2467;Meyrargues
FRXX1080;Meyreuil
FRXX3707;Meyronnes
FRXX2070;Meythet
FRXX3581;Meyzieu
FRXX5850;Meze
FRXX4218;Mezel
FRXX1884;Mezeriat
FRXX6519;Mezieres-en-Brenne
FRXX6367;Mezieres-sous-Lavardin
FRXX6691;Mezieres-sur-Issoire
FRXX5992;Mezieres-sur-Seine
FRXX1009;Mezy-Moulins
FRXX5435;Mialet
FRXX3371;Michelbach-le-Bas
FRXX1367;Miellin
FRXX4432;Mignaloux-Beauvoir
FRXX3638;Migne-Auxances
FRXX3658;Mignovillard
FRXX4881;Mijoux
FRXX4818;Milhaud
FRXX3433;Millas
FRXX0122;Millau
FRXX3691;Millencourt-en-Ponthieu
FRXX6558;Millieres
FRXX1690;Milly-la-Foret
FRXX4293;Milly-sur-Therain
FRXX5423;Mimet
FRXX0321;Mimizan
FRXX1327;Miniac-Morvan
FRXX6506;Mios
FRXX3890;Mirabeau
FRXX5529;Mirabel-et-Blacons
FRXX3229;Miramas
FRXX5377;Miramont-de-Guyenne
FRXX3484;Miramont-de-Quercy
FRXX5919;Mirandol-Bourgnounac
FRXX2150;Mirebeau
FRXX5430;Mirebeau-sur-Beze
FRXX3718;Mireval
FRXX3207;Miserey-Salines
FRXX6487;Missillac
FRXX6125;Missy-sur-Aisne
FRXX1177;Mitry-Mory
FRXX1406;Mittelhausbergen
FRXX1194;Mittelwihr
FRXX3189;Moelan-sur-Mer
FRXX5174;Moirans-en-Montagne
FRXX5235;Moislains
FRXX3485;Moissac
FRXX5810;Moisson
FRXX4153;Moissy-Cramayel
FRXX5762;Moivrons
FRXX3486;Molieres
FRXX4054;Molieres-sur-Ceze
FRXX4621;Moliets-et-Maa
FRXX0459;Molines-en-Queyras
FRXX6108;Molinet
FRXX2550;Mollans-sur-Ouveze
FRXX5539;Molleges
FRXX6503;Molsheim
FRXX3606;Mommenheim
FRXX2426;Monacia-d'Aullene
FRXX3118;Monbahus
FRXX1189;Monbazillac
FRXX1738;Moncale
FRXX2400;Monceau-le-Waast
FRXX3514;Monceaux
FRXX1072;Monceaux-sur-Dordogne
FRXX2088;Monce-en-Belin
FRXX1673;Moncel-sur-Seille
FRXX4215;Monchaux-Soreng
FRXX2581;Monchaux-sur-Ecaillon
FRXX5864;Monchy-au-Bois
FRXX4247;Monchy-Humieres
FRXX5110;Monchy-le-Preux
FRXX6443;Monchy-Saint-Eloi
FRXX5753;Monclar
FRXX6090;Monclar
FRXX1294;Monclar-de-Quercy
FRXX0065;Mondeville
FRXX2331;Mondonville
